2018-11-02,okkez,fluent/fluentd-kubernetes-daemonset,report,https://github.com/fluent/fluentd-kubernetes-daemonset/issues/221
2018-11-02,okkez,fluent/fluentd-kubernetes-daemonset,report,https://github.com/fluent/fluentd-kubernetes-daemonset/issues/222
2018-11-06,kou,mingw-w64/mingw-w64,report,https://sourceforge.net/p/mingw-w64/bugs/767/
2018-11-06,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/583
2018-11-06,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/584
2018-11-06,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/73
2018-11-06,okkez,fluent/fluentd-website,report,https://github.com/fluent/fluentd-website/issues/72
2018-11-07,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/74
2018-11-07,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/75
2018-11-07,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/76
2018-11-07,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/77
2018-11-09,komainu8,luarocks/luarocks-site,report,https://github.com/luarocks/luarocks-site/issues/139
2018-11-09,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/78
2018-11-15,fujimotos,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/79
2018-11-15,fujimotos,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/80
2018-11-15,fujimotos,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/81
2018-11-16,fujimotos,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/82
2018-11-16,piroor,owncloud/calendar,report,https://github.com/owncloud/calendar/issues/965
2018-11-19,fujimotos,sonots/fluent-rubyprof,patch,https://github.com/sonots/fluent-rubyprof/pull/1
2018-11-20,komainu8,jubatus/jubatus_core,patch,https://github.com/jubatus/jubatus_core/pull/400
2018-11-20,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/588
2018-11-21,komainu8,jubatus/jubatus_core,patch,https://github.com/jubatus/jubatus_core/pull/401
2018-11-22,okkez,GoogleCloudPlatform/fluent-plugin-detect-exceptions,patch,https://github.com/GoogleCloudPlatform/fluent-plugin-detect-exceptions/pull/45
2018-11-22,okkez,GoogleCloudPlatform/fluent-plugin-google-cloud,patch,https://github.com/GoogleCloudPlatform/fluent-plugin-google-cloud/pull/268
2018-11-24,ashie,OSSystems/meta-browser,patch,https://github.com/OSSystems/meta-browser/pull/198
2018-11-26,fujimotos,fluent/fluent-bit,report,https://github.com/fluent/fluent-bit/issues/926
2018-11-28,fujimotos,fluent/fluent-bit,patch,https://github.com/fluent/fluent-bit/pull/930
2018-11-29,fujimotos,fluent/fluent-bit,patch,https://github.com/fluent/fluent-bit/pull/931
