2017-12-01,cosmo0920,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/357
2017-12-04,cosmo0920,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/359
2017-12-04,cosmo0920,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/360
2017-12-04,cosmo0920,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/361
2017-12-04,fujimotos,mroonga/mroonga,report,https://github.com/mroonga/mroonga/issues/178
2017-12-05,ashie,mroonga/mroonga,help,https://github.com/mroonga/mroonga/issues/178
2017-12-05,cosmo0920,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/364
2017-12-05,okkez,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1773
2017-12-05,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/365
2017-12-05,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/366
2017-12-05,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/367
2017-12-06,fujimotos,mroonga/mroonga,patch,https://github.com/mroonga/mroonga/pull/179
2017-12-06,okkez,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1776
2017-12-06,okkez,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1777
2017-12-06,okkez,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1778
2017-12-06,okkez,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1779
2017-12-06,okkez,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1780
2017-12-06,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/368
2017-12-06,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/369
2017-12-06,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/370
2017-12-07,cosmo0920,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/373
2017-12-07,cosmo0920,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/374
2017-12-07,fujimotos,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/375
2017-12-07,fujimotos,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/376
2017-12-07,fujimotos,fluent/fluentd-website,report,https://github.com/fluent/fluentd-website/issues/50
2017-12-07,okkez,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1781
2017-12-07,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/371
2017-12-07,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/372
2017-12-08,fujimotos,fluent/fluent-logger-python,patch,https://github.com/fluent/fluent-logger-python/pull/109
2017-12-08,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/377
2017-12-08,okkez,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/378
2017-12-11,piroor,erictsangx/fire-drag,patch,https://github.com/erictsangx/fire-drag/pull/37
2017-12-12,kenhys,chef/bento,patch,https://github.com/chef/bento/pull/947
2017-12-12,kenhys,chef/bento,patch,https://github.com/chef/bento/pull/948
2017-12-12,kou,heterodb/pg-strom,patch,https://github.com/heterodb/pg-strom/pull/317
2017-12-12,kou,heterodb/pg-strom,patch,https://github.com/heterodb/pg-strom/pull/318
2017-12-12,kou,zulip/zulip,find,https://github.com/zulip/zulip/issues/7740
2017-12-12,okkez,zulip/zulip,report,https://github.com/zulip/zulip/issues/7740
2017-12-12,piroor,averissimo/open-links-in-tabs,patch,https://github.com/averissimo/open-links-in-tabs/pull/1
2017-12-13,ashie,MariaDB/server,patch,https://github.com/MariaDB/server/pull/512
2017-12-13,cosmo0920,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/379
2017-12-13,cosmo0920,gnome/brasero,find,https://bugzilla.gnome.org/show_bug.cgi?id=791560
2017-12-13,cosmo0920,pgroonga/pgroonga.github.io,patch,https://github.com/pgroonga/pgroonga.github.io/pull/37
2017-12-13,fujimotos,MariaDB/server,find,https://github.com/MariaDB/server/pull/512
2017-12-13,fujimotos,gnome/brasero,report,https://bugzilla.gnome.org/show_bug.cgi?id=791560
2017-12-13,fujimotos,pgroonga/pgroonga.github.io,find,https://github.com/pgroonga/pgroonga.github.io/pull/37
2017-12-13,kou,gnome/libxml2,find,https://bugzilla.gnome.org/show_bug.cgi?id=791376
2017-12-14,cosmo0920,node-red/node-red-dashboard,report,https://github.com/node-red/node-red-dashboard/issues/319
2017-12-14,fujimotos,fluent/fluent-logger-python,report,https://github.com/fluent/fluent-logger-python/issues/120
2017-12-18,fujimotos,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/382
2017-12-18,fujimotos,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/383
2017-12-18,fujimotos,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/384
2017-12-18,fujimotos,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/385
2017-12-18,kenhys,matsumotory/ngx_mruby,patch,https://github.com/matsumotory/ngx_mruby/pull/325
2017-12-18,kenhys,matsumotory/ngx_mruby,patch,https://github.com/matsumotory/ngx_mruby/pull/326
2017-12-18,okkez,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1794
2017-12-19,fujimotos,fluent/fluentd-docs,patch,https://github.com/fluent/fluentd-docs/pull/386
2017-12-19,kenhys,chef/bento,report,https://github.com/chef/bento/issues/956
2017-12-19,kenhys,pyama86/mruby-acme-client,report,https://github.com/pyama86/mruby-acme-client/issues/4
2017-12-19,komainu8,gnome/libxml2,patch,https://bugzilla.gnome.org/show_bug.cgi?id=791376
2017-12-19,okkez,pyama86/mruby-acme-client,find,https://github.com/pyama86/mruby-acme-client/issues/4
