2020-02-13,piroor,erukiti/easybooks,patch,https://github.com/erukiti/easybooks/pull/4
2020-02-13,piroor,erukiti/easybooks,patch,https://github.com/erukiti/easybooks/pull/5
2020-02-13,piroor,erukiti/easybooks,patch,https://github.com/erukiti/easybooks/pull/6
2020-02-13,piroor,kmuto/review,report,https://github.com/kmuto/review/issues/1479
2020-02-14,piroor,erukiti/easybooks,patch,https://github.com/erukiti/easybooks/pull/7
2020-02-14,piroor,erukiti/easybooks,patch,https://github.com/erukiti/easybooks/pull/8
2020-02-15,piroor,onestop-techbook/app-dev,patch,https://github.com/onestop-techbook/app-dev/pull/32
2020-02-19,piroor,erukiti/easybooks,patch,https://github.com/erukiti/easybooks/pull/11
2020-02-19,piroor,firefox,report,https://bugzilla.mozilla.org/show_bug.cgi?id=1618081
2020-02-28,piroor,NiklasGollenstede/unload-tabs,patch,https://github.com/NiklasGollenstede/unload-tabs/pull/34
2020-02-28,piroor,rNeomy/auto-tab-discard,patch,https://github.com/rNeomy/auto-tab-discard/pull/138
2020-02-28,piroor,freddyb/webext-discard-tab,patch,https://github.com/freddyb/webext-discard-tab/pull/12
