2018-12-04,fujimotos,fluent/fluent-bit,patch,https://github.com/fluent/fluent-bit/pull/936
2018-12-05,cosmo0920,edsiper/chunkio,patch,https://github.com/edsiper/chunkio/pull/1
2018-12-05,cosmo0920,fluent/fluent-bit,patch,https://github.com/fluent/fluent-bit/pull/946
2018-12-05,okkez,fluent/fluentd-website,patch,https://github.com/fluent/fluentd-website/pull/83
2018-12-11,cosmo0920,edsiper/chunkio,patch,https://github.com/edsiper/chunkio/pull/3
2018-12-12,cosmo0920,DataDog/fluent-plugin-datadog,patch,https://github.com/DataDog/fluent-plugin-datadog/pull/21
2018-12-12,cosmo0920,edsiper/flb_libco,patch,https://github.com/edsiper/flb_libco/pull/2
2018-12-12,cosmo0920,fluent/fluent-bit,patch,https://github.com/fluent/fluent-bit/pull/956
2018-12-12,cosmo0920,fluent/fluent-bit,patch,https://github.com/fluent/fluent-bit/pull/957
2018-12-25,piroor,thunderbird,report,https://bugzilla.mozilla.org/show_bug.cgi?id=1516320
2018-12-25,piroor,akahuku/akahukuplus,report,https://github.com/akahuku/akahukuplus/issues/1
