2018-01-03,komainu8,jubatus/jubatus-go-client,patch,https://github.com/jubatus/jubatus-go-client/pull/8
2018-01-04,cosmo0920,logstash-plugins/logstash-codec-fluent,patch,https://github.com/logstash-plugins/logstash-codec-fluent/pull/18
2018-01-06,komainu8,jubatus/jubatus-go-client,patch,https://github.com/jubatus/jubatus-go-client/pull/9
2018-01-09,kou,mroonga/homebrew-mroonga,help,https://github.com/mroonga/homebrew-mroonga/pull/18
2018-01-09,kou,oss-gate/oss-gate.github.io,help,https://github.com/oss-gate/oss-gate.github.io/pull/66
2018-01-10,ashie,cython/cython,patch,https://github.com/cython/cython/pull/2062
2018-01-10,cosmo0920,cffi/cffi,patch,https://bitbucket.org/cffi/cffi/pull-requests/84
2018-01-10,fujimotos,cffi/cffi,find,https://bitbucket.org/cffi/cffi/pull-requests/84
2018-01-10,fujimotos,cython/cython,find,https://github.com/cython/cython/pull/2062
2018-01-11,kenhys,piroor/webextensions-lib-options,patch,https://github.com/piroor/webextensions-lib-options/pull/1
2018-01-12,cosmo0920,choplin/fluent-plugin-pgjson,patch,https://github.com/choplin/fluent-plugin-pgjson/pull/13
2018-01-12,piroor,greasemonkey/greasemonkey,patch,https://github.com/greasemonkey/greasemonkey/pull/2799
2018-01-15,cosmo0920,elastic/elasticsearch-ruby,report,https://github.com/elastic/elasticsearch-ruby/issues/488
2018-01-15,cosmo0920,fluent/fluentd,patch,https://github.com/fluent/fluentd/pull/1818
2018-01-15,cosmo0920,logstash-plugins/logstash-codec-fluent,report,https://github.com/logstash-plugins/logstash-codec-fluent/issues/19
2018-01-15,cosmo0920,winebarrel/faraday_middleware-aws-signers-v4,report,https://github.com/winebarrel/faraday_middleware-aws-signers-v4/issues/17
2018-01-15,okkez,groonga/fluent-plugin-groonga,patch,https://github.com/groonga/fluent-plugin-groonga/pull/23
2018-01-16,cosmo0920,fluent/fluent-plugin-mongo,patch,https://github.com/fluent/fluent-plugin-mongo/pull/94
2018-01-16,fujimotos,fluent/fluent-logger-node,patch,https://github.com/fluent/fluent-logger-node/pull/90
2018-01-16,piroor,jekyll/classifier-reborn,patch,https://github.com/jekyll/classifier-reborn/pull/171
2018-01-23,kenhys,chef/bento,find,https://github.com/chef/bento/issues/978
2018-01-23,kenhys,jmproject,find,https://github.com/clear-code/statistics/issues/109
2018-01-23,komainu8,percona-release,find,https://twitter.com/_clear_code/status/955695735558647808
2018-01-23,kou,github/cmark,find,https://github.com/github/cmark/issues/80
2018-01-23,kou,uken/fluent-plugin-elasticsearch,find,https://github.com/uken/fluent-plugin-elasticsearch/pull/349
2018-01-23,kou,uken/fluent-plugin-elasticsearch,find,https://github.com/uken/fluent-plugin-elasticsearch/pull/350
2018-01-23,okkez,chef/bento,report,https://github.com/chef/bento/issues/978
2018-01-23,okkez,jmproject,report,https://github.com/clear-code/statistics/issues/109
2018-01-23,okkez,percona-release,report,https://twitter.com/_clear_code/status/955695735558647808
2018-01-23,piroor,github/cmark,report,https://github.com/github/cmark/issues/80
2018-01-23,piroor,uken/fluent-plugin-elasticsearch,patch,https://github.com/uken/fluent-plugin-elasticsearch/pull/349
2018-01-23,piroor,uken/fluent-plugin-elasticsearch,patch,https://github.com/uken/fluent-plugin-elasticsearch/pull/350
2018-01-24,cosmo0920,logstash-plugins/logstash-codec-fluent,patch,https://github.com/logstash-plugins/logstash-codec-fluent/pull/21
2018-01-24,cosmo0920,logstash-plugins/logstash-codec-fluent,report,https://github.com/logstash-plugins/logstash-codec-fluent/issues/20
2018-01-25,cosmo0920,remkop/picocli,patch,https://github.com/remkop/picocli/pull/273
2018-01-25,fujimotos,nginx,patch,https://trac.nginx.org/nginx/ticket/1469
2018-01-25,kenhys,nginx,find,https://trac.nginx.org/nginx/ticket/1469
2018-01-25,kou,apache/arrow,help,https://github.com/apache/arrow/pull/1496
2018-01-25,okkez,remkop/picocli,find,https://github.com/remkop/picocli/pull/273
2018-01-25,piroor,mozilla/addons-linter,report,https://github.com/mozilla/addons-linter/issues/1788
2018-01-27,okkez,yasslab/railsguides.jp,report,https://github.com/yasslab/railsguides.jp/issues/608
